claim_id,claimant_name,claimant_email,claimant_phone,policy_id,policy_type,policy_start_date,loss_date,loss_description,report_date,claim_amount,policy_limit,claim_as_pct_of_limit,days_to_report,estimated_loss_value,num_previous_claims,repair_vendor,repair_estimate,supporting_docs_count,adjuster_notes,fraud_indicators,is_fraud,fraud_confidence_score
CLM-000273,Alicia Cannon,tjohnson@example.net,(781)403-9033x97051,POL-971699,umbrella,2025-09-21,2026-03-15,Defense movie trip season example news memory civil cut parent free.,2026-03-19,18490.4,50000,36.98,4,16724.54,2,Hurst-Long,19167.14,4,Later knowledge whose public show daughter both hold blood value day service save fear.,NONE,FALSE,0.0
CLM-000274,Kevin Turner,obrown@example.org,001-743-580-4032,POL-559450,umbrella,2024-01-14,2026-01-26,Water home force worker own close man night experience would tax eat.,2026-01-31,10175.59,50000,20.35,5,9521.65,0,"Rodriguez, Smith and Johnson",10074.64,8,Tax water us field high nothing city apply democratic.,NONE,FALSE,0.0
CLM-000275,Shawn Jones,tvaldez@example.org,442-247-3107,POL-214675,umbrella,2022-09-30,2025-01-26,Beat doctor thank often newspaper establish reflect.,2025-01-27,1429.12,50000,2.86,1,1213.76,5,Brown-Holt,1390.78,4,Assume question air market store include win officer analysis as show exactly example.,NONE,FALSE,0.0
CLM-000276,Allison Nelson,jimmywest@example.org,+1-909-968-7304x5195,POL-584498,auto,2023-05-02,2025-08-25,Clearly probably he necessary certainly same get community I level girl factor.,2025-08-30,4042.58,100000,4.04,5,3725.29,1,"Walton, Simpson and Daniels",3864.37,8,Which beat education case under population late much quite threat gas truth work certain game.,NONE,FALSE,0.0
CLM-000277,Sarah Berry,makaylasanders@example.com,488-508-1904,POL-306909,home,2024-03-19,2025-12-15,Major for student health view mission standard despite go impact.,2025-12-19,8516.07,100000,8.52,4,7910.29,0,Perez Ltd,9464.94,4,Choose really send respond throw wide son manager trouble reason fill sense field decide point week course.,NONE,FALSE,0.0
CLM-000278,Daniel Carey,jonesshaun@example.org,(956)209-4565x34699,POL-165602,umbrella,2024-05-09,2024-09-20,With matter goal eight list something send show institution onto thing we.,2024-09-23,15294.18,100000,15.29,3,15903.66,4,"Henry, Johnson and Johnson",14622.58,5,Service beautiful edge begin early store piece behind here front page light follow need region later party believe.,NONE,FALSE,0.0
CLM-000279,Megan Johnson,ljones@example.com,696-480-4918x727,POL-613261,umbrella,2024-03-08,2026-01-21,Face former body choice study current.,2026-01-23,9693.46,50000,19.39,2,8666.16,3,Wright-Hughes,10501.82,7,Significant analysis consumer future raise suffer director know red treatment big cause.,NONE,FALSE,0.0
CLM-000280,Kristine Kim,laura60@example.net,658.716.7046x86111,POL-747351,auto,2023-10-23,2026-03-04,Husband try trade then building class now professor land you health enjoy.,2026-03-05,7610.57,100000,7.61,1,7626.37,2,Arellano Ltd,8947.02,7,Old break always dark feel second hospital head member activity modern entire.,NONE,FALSE,0.0
CLM-000281,Robert Flores,michellesolis@example.org,+1-477-373-1268x81228,POL-663483,umbrella,2023-02-03,2025-10-01,Message would not east send style gun different energy arrive it that.,2025-10-07,11000,50000,22.0,6,6930.64,3,Johnson-Powers,11731.21,8,Hospital paper term security camera past so thousand position sense church out explain significant item all.,multiple_claims|inflated_loss_value,TRUE,0.33
CLM-000282,Steven Thomas,woodphillip@example.com,+1-454-989-5478x7698,POL-572908,umbrella,2024-08-04,2024-10-27,Before majority garden military place edge environmental even eye message.,2024-10-30,3665.63,50000,7.33,3,3884.31,0,Mcintosh-Nguyen,3831.99,4,Not give fill stay military in enough interest probably shoulder three cause show.,NONE,FALSE,0.0
CLM-000283,Heather Daniels,james79@example.net,(714)533-9527,POL-784793,home,2024-01-20,2025-04-12,Machine establish nothing Mr chair paper education whom spend worker about.,2025-04-19,8294.94,100000,8.29,7,8339.81,3,Burnett LLC,9232.62,6,Lawyer yard on everyone note current anything into word other live hit budget Congress guess soon approach suggest.,NONE,FALSE,0.0
CLM-000284,Debra Bowers,qharris@example.net,5015594463,POL-700534,auto,2024-05-30,2025-03-30,Page seem until government door age once several commercial whom himself my admit.,2025-05-01,20000.0,50000,40.0,32,12011.52,4,Davis Ltd,21252.26,1,Without especially main believe suddenly determine least close community detail blue draw final often outside hit degree beyond bank Republican.,short_policy_coverage,TRUE,0.12
CLM-000285,Janice Gilbert,wjohnson@example.com,876.985.5078,POL-545807,auto,2023-06-07,2025-07-29,Day certain back student raise collection identify design government ever resource together here.,2025-08-05,14660.62,100000,14.66,7,15379.3,1,Yu-Parks,14503.94,3,During recently laugh son home generation herself make right training become effort direction hand young long collection table population.,NONE,FALSE,0.0
CLM-000286,Sarah Werner,brandon31@example.net,(919)480-4184,POL-191208,home,2023-05-19,2025-11-20,Center job that control important coach at the per.,2025-11-24,5993.49,100000,5.99,4,6581.97,1,"Pena, Mueller and Mckay",5771.51,8,Explain like institution collection admit which owner baby significant especially situation move.,NONE,FALSE,0.0
CLM-000287,Jackie White,johnsmith@example.org,001-548-708-8062x20722,POL-739905,umbrella,2024-12-19,2026-04-01,Situation left lawyer report require class paper amount work career expert more majority.,2026-04-06,14093.54,100000,14.09,5,11976.61,1,Pierce-Barber,16002.58,4,Level positive mind skill officer study if edge view cold teach call already available yes success break tough him.,NONE,FALSE,0.0
CLM-000288,John Christensen,ryanlittle@example.org,892.946.3203x747,POL-394739,umbrella,2023-09-12,2025-04-15,He daughter candidate where early certainly policy big hear go travel.,2025-04-22,2127.8,50000,4.26,7,1809.72,5,"Wiggins, Miller and Carter",2101.82,7,Necessary American wonder suggest attack former financial medical action big season no art meeting piece he large free.,NONE,FALSE,0.0
CLM-000289,Gabriel Richardson,stephensonkatherine@example.com,001-580-389-8126x57422,POL-812296,auto,2025-06-16,2025-12-01,Himself hour among field well create notice individual stay charge natural effort trouble.,2025-12-04,19095.55,100000,19.1,3,20791.84,3,Ritter and Sons,22449.31,5,Enter lot at life wonder understand management bag least.,NONE,FALSE,0.0
CLM-000290,Veronica Jefferson,barbara85@example.net,+1-758-629-8493x30674,POL-239136,auto,2025-12-31,2026-06-28,Win yard anything option soon election station never such despite what less.,2026-07-05,13462.03,100000,13.46,7,13642.67,1,Howe Ltd,15191.12,8,Media include hundred note federal drug performance way production simple unit arm image it increase within free have final.,NONE,FALSE,0.0
CLM-000291,Dr. Jennifer Lewis MD,justinbishop@example.org,929-359-6111x10286,POL-381770,umbrella,2024-06-02,2025-08-30,Yeah able concern card worker happen rate.,2025-09-03,10299.72,100000,10.3,4,9399.03,0,"Howard, Armstrong and Williams",11227.6,3,Form although old write pass start court color hospital year blue order past moment.,NONE,FALSE,0.0
CLM-000292,Austin Obrien,eric81@example.com,+1-634-806-5277x584,POL-486999,home,2024-11-27,2026-05-10,Southern dog world finally force drive chance choice bag onto brother.,2026-05-14,10796.66,50000,21.59,4,9697.42,0,Bolton and Sons,12531.38,8,Reveal executive four floor dream loss important upon property public role.,NONE,FALSE,0.0
CLM-000293,Stephanie Douglas,eric35@example.org,9044627765,POL-796405,umbrella,2024-03-18,2025-04-18,Seat religious probably when seem test contain than clearly economy.,2025-04-19,14887.71,50000,29.78,1,15707.01,4,Tucker LLC,15175.26,6,Among cell mention manager everyone dark Congress although across guess gas.,NONE,FALSE,0.0
CLM-000294,Brian Ingram,jasoncook@example.net,001-684-986-8999x3607,POL-968581,home,2024-11-22,2025-12-02,Expect adult operation whole artist stop.,2025-12-09,5025.18,50000,10.05,7,4845.24,1,Hickman-Sloan,5376.15,6,Occur type strong development enter through system stage protect often house above director develop start dream able answer away sort.,NONE,FALSE,0.0
CLM-000295,Teresa Smith,kayla07@example.net,488.541.3685,POL-150760,auto,2025-05-27,2025-10-05,Rate bag positive water again candidate.,2025-10-12,7531.05,100000,7.53,7,7439.58,3,"Simon, Jackson and Carter",6814.73,4,Indeed town daughter clearly best use finally my nature attention work their table.,NONE,FALSE,0.0
CLM-000296,Richard Bauer,tammy17@example.com,388-778-1794,POL-548580,auto,2022-09-07,2024-09-11,Good hold country war rise treat per.,2024-09-15,9673.84,100000,9.67,4,10378.31,5,Gay and Sons,9582.52,5,Garden miss ready create yard serious goal future home series billion.,NONE,FALSE,0.0
CLM-000297,Christy Lee,vayala@example.net,237-287-6553,POL-489906,umbrella,2023-02-06,2025-09-18,Could number admit professor head full see account firm less care.,2025-09-19,13437.17,50000,26.87,1,13365.6,0,Wheeler PLC,13691.17,5,Or list network necessary seven build specific skill point early Mr.,NONE,FALSE,0.0
CLM-000298,Brian Crosby,heathercabrera@example.org,256-618-5174x460,POL-787326,auto,2023-06-28,2025-07-17,Continue behavior case modern outside beyond box window should five.,2025-07-23,14289.39,50000,28.58,6,11839.55,1,White and Sons,14904.43,4,Song discuss everybody success nearly must teacher speech near officer real father need father time sell American try information price.,NONE,FALSE,0.0
CLM-000299,Benjamin Rush,rodriguezthomas@example.com,(468)314-2983x152,POL-109738,auto,2023-03-13,2025-03-24,Speech like rock call scene state radio draw impact race themselves office role success.,2025-03-29,5297.63,100000,5.3,5,4784.14,0,Kelley-Brown,6338.33,6,Party home stay fall carry wind in official especially pattern threat religious effort.,NONE,FALSE,0.0
CLM-000300,Brian Garza,hayley92@example.net,001-813-420-3301,POL-501677,auto,2023-10-09,2025-11-25,Everybody both able decision book recent including game.,2025-12-01,3511.33,50000,7.02,6,3658.06,0,Thomas-Ramsey,3490.28,5,Than foot in process quite kitchen cut play deal good thank.,NONE,FALSE,0.0
CLM-000301,Katherine Avery,awilliams@example.com,620.607.8436x142,POL-239613,umbrella,2024-06-05,2026-05-29,International add size morning only girl popular last.,2026-05-31,8271.7,100000,8.27,2,6971.85,4,"Shields, Franco and Stuart",8842.34,7,Civil determine toward admit doctor magazine despite we meeting value body return miss ready.,NONE,FALSE,0.0
CLM-000302,Rebecca Francis,brownsusan@example.org,944.238.9982,POL-323404,umbrella,2023-01-20,2025-03-26,When force ready network nothing ability cover.,2025-04-01,4118.21,50000,8.24,6,3481.59,3,Oconnor Ltd,4467.53,6,Economy source only pick prove whether north ground here person three foot tax ground serve mouth manage.,NONE,FALSE,0.0
CLM-000303,Melissa Garcia,jessedelacruz@example.org,368.211.8723x335,POL-246814,auto,2023-10-26,2025-07-20,Activity onto build exactly open last decide future door.,2025-07-27,5127.65,100000,5.13,7,5225.09,2,Davis LLC,6096.65,5,Mr pick set analysis ready must price receive according success stage describe in former become old under everyone interview give.,NONE,FALSE,0.0
CLM-000304,Michael Johnson,hooperashley@example.net,932-223-0233x324,POL-188341,auto,2023-10-09,2025-05-27,Difficult care brother treatment daughter phone they federal rather child as.,2025-06-03,3656.77,50000,7.31,7,3584.73,5,Wells Inc,3957.64,8,Hear mouth range throw board share deep child board director spend entire.,NONE,FALSE,0.0
CLM-000305,Megan Dodson,olivia29@example.net,+1-593-876-2974x54930,POL-416302,auto,2024-03-13,2025-09-24,Heart movement until themselves break reason too discover record.,2025-09-25,17109.95,100000,17.11,1,16803.31,1,Castro Group,19237.63,5,Republican stage apply conference then sometimes drive anything teach myself avoid much base modern behavior end nature stock analysis make.,NONE,FALSE,0.0
CLM-000306,Richard Hale,holmescolleen@example.org,(381)757-2450x00000,POL-350967,home,2025-03-15,2026-05-14,Serious space one bar couple well better situation.,2026-05-20,2036.81,100000,2.04,6,1698.34,3,"Holland, Brown and Mccoy",2223.02,3,Ago change government here boy trial population sell end be spend outside office live make travel baby compare shake may.,NONE,FALSE,0.0
CLM-000307,John Hunter,mjohnson@example.org,6434655158,POL-478638,home,2025-10-25,2026-04-08,Help but include something memory wrong hard any financial color officer.,2026-04-13,17885.77,50000,35.77,5,16384.29,4,"Williams, Klein and Weber",18355.43,7,Image drive own pass least great your sign single.,NONE,FALSE,0.0
CLM-000308,Kelly Martinez,adamsbrandon@example.org,(548)518-8044x2877,POL-907788,auto,2026-06-20,2026-08-06,Responsibility could positive hundred drug pull center hundred question rise.,2026-08-12,4282.64,50000,8.57,6,4180.75,0,"Duncan, Caldwell and Cross",4191.23,3,Father again these series candidate reveal suddenly issue bit whether edge left American hope watch place.,NONE,FALSE,0.0
CLM-000309,Jacqueline Roberts,lopezkristina@example.net,+1-655-282-4301x76464,POL-400404,umbrella,2022-12-04,2025-01-01,Room happy new may condition word former win.,2025-01-02,19024.92,50000,38.05,1,18079.66,3,Bishop-Terry,19539.97,6,Also rather arm table draw trouble decade share great stock election fire remember house develop.,NONE,FALSE,0.0
CLM-000310,Brandon Greene,ygriffith@example.org,+1-509-433-9137,POL-260097,home,2024-08-28,2024-12-21,Popular yourself always image alone baby base seek seven market which.,2024-12-22,13170.21,100000,13.17,1,11760.63,4,Davis-Yu,15491.82,4,Single result modern across treatment decade ago specific only free increase near study model actually read.,NONE,FALSE,0.0
CLM-000311,Kathleen Daniel,hornerebecca@example.org,+1-336-659-5201x491,POL-900298,umbrella,2023-05-15,2025-05-11,Much difficult however local study only series.,2025-05-16,7208.26,100000,7.21,5,7157.42,2,Lee-Briggs,7998.31,8,Walk paper media available later friend industry begin value receive tax family.,NONE,FALSE,0.0
CLM-000312,Paul Gallegos,stricklandmatthew@example.com,(566)708-1126x0030,POL-555589,auto,2024-05-17,2025-09-23,Huge parent stand several hit rate authority wait defense well.,2025-09-30,5534.11,50000,11.07,7,5443.84,0,King LLC,5494.19,8,Appear involve nearly job board phone magazine several popular central decision modern enough see American.,NONE,FALSE,0.0
CLM-000313,Abigail Rose,vdeleon@example.com,778.382.6033,POL-842287,auto,2023-02-15,2025-03-04,Bill have reality adult state medical.,2025-03-10,15072.51,50000,30.15,6,12109.33,3,"Carpenter, Brown and Roberts",17874.56,7,Consider administration yet yeah old close series relationship perhaps personal short of heart sister fast need painting outside role.,NONE,FALSE,0.0
CLM-000314,Mrs. Stacy Phillips,beth93@example.org,591-640-8499x32312,POL-275073,home,2025-08-11,2026-01-17,Simply involve nor whether area performance age.,2026-01-22,15876.75,100000,15.88,5,16272.6,2,"Kennedy, Sanders and Wilson",17780.07,3,Win air kind see finally wall right mind determine prove own gun during wear catch today.,NONE,FALSE,0.0
CLM-000315,Veronica Clayton,susan12@example.net,001-796-450-8269,POL-550179,home,2024-08-27,2026-03-16,Produce behavior nearly of general piece type describe no speak better.,2026-03-23,18098.05,50000,36.2,7,14825.23,5,"Khan, Miranda and Aguirre",21582.2,8,Number wonder seek edge court environment must drive someone financial meeting personal American ahead where.,NONE,FALSE,0.0
CLM-000316,Aaron Phelps,yburke@example.org,7162831139,POL-158132,home,2023-02-27,2025-08-24,War heart argue possible bag picture.,2025-08-25,10426.8,100000,10.43,1,10114.68,2,Hodge LLC,9876.19,3,Laugh similar television miss the we politics phone anyone.,NONE,FALSE,0.0
CLM-000317,Debra Huang,sramos@example.com,(707)226-6292,POL-876764,umbrella,2025-05-04,2025-06-05,Sometimes second man personal listen his answer claim record own shoulder enjoy however.,2025-06-10,13808.29,50000,27.62,5,11229.06,0,"Leonard, Baker and Waller",13440.51,6,Dark discussion visit west fire resource commercial general which board name bad.,NONE,FALSE,0.0
CLM-000318,Stephanie Martin,millerfrank@example.com,736-838-5277,POL-999138,auto,2023-01-29,2024-09-16,Couple language through nation film or rise.,2024-09-19,8276.61,50000,16.55,3,8615.41,5,Lin LLC,9288.01,6,Cell how member win behind every yet door daughter.,NONE,FALSE,0.0
CLM-000319,John Rodriguez,rebeccafigueroa@example.com,+1-682-821-0217x98213,POL-855276,home,2024-05-07,2025-03-10,Occur future stop six rather just serious term.,2025-03-12,7114.24,50000,14.23,2,7454.29,4,Baxter PLC,7198.49,7,Theory summer concern race five ahead director seek where age size open rest.,NONE,FALSE,0.0
CLM-000320,Wendy Chavez,powellsharon@example.org,(782)705-0682x1223,POL-943409,umbrella,2025-05-03,2025-07-19,Beat hotel them hand since much language bit.,2025-07-25,18136.88,50000,36.27,6,19700.71,0,Sullivan-Hernandez,21094.96,5,Mission show company word catch nothing why sense western newspaper.,NONE,FALSE,0.0
CLM-000321,Cynthia Hanson,krista02@example.org,6504938694,POL-679958,home,2025-08-27,2025-10-04,Think front save mention picture positive exist later nation.,2025-10-11,17052.08,50000,34.1,7,15528.92,2,Rivers-Potter,18231.1,5,Receive kid ground condition time I hospital cultural shoulder.,NONE,FALSE,0.0
CLM-000322,Luis Hill,stuartbryan@example.net,+1-477-498-7682x99687,POL-720432,home,2023-10-04,2026-01-02,Might cultural yes although poor five modern human control personal.,2026-01-08,12831.63,50000,25.66,6,13252.07,5,Wood Ltd,15014.71,4,Third professional test sense hope road forward lead although pull collection tonight compare second.,NONE,FALSE,0.0
CLM-000323,Clayton Mills,mwatkins@example.org,(394)723-2894x633,POL-344315,umbrella,2025-05-06,2026-05-25,Clearly bag quite foreign mouth full writer low trial gas cold.,2026-05-27,1121.18,50000,2.24,2,1110.85,5,"Jackson, Shah and Walker",1304.11,5,Gas part rather bill team vote blood represent hard agent position million what.,NONE,FALSE,0.0
CLM-000324,Alexis Flores,smejia@example.com,303.949.1891,POL-873935,umbrella,2025-08-25,2026-08-04,Machine another miss relate old especially also stuff decision film foot law force.,2026-08-05,15419.65,50000,30.84,1,12816.58,4,Harris-Robinson,18425.48,6,Hand though stage live suffer modern draw international surface animal where entire.,NONE,FALSE,0.0
CLM-000325,Maria Rodriguez,johnsonmichael@example.com,(698)719-8780x9270,POL-249289,umbrella,2025-07-08,2026-05-20,Dog method newspaper short I three very.,2026-05-24,19262.52,100000,19.26,4,15947.59,1,"Lamb, Pacheco and Patterson",22521.47,7,Western tell on indeed senior much evidence television catch relationship.,NONE,FALSE,0.0
CLM-000326,Dr. Diana Chen,yoconnell@example.com,001-294-428-2491x165,POL-884229,auto,2024-01-01,2025-09-16,Think amount soon head director positive.,2025-09-20,14316.09,50000,28.63,4,11863.36,1,Jones and Sons,15621.21,6,Poor stay yard break for fish decade food lose miss plant.,NONE,FALSE,0.0
CLM-000327,Melanie Campbell,melissa89@example.com,(299)472-7367x7462,POL-794622,auto,2024-10-18,2025-07-17,Suffer world region try explain wear attorney despite spend remain.,2025-07-18,12246.02,50000,24.49,1,10868.38,2,Mclaughlin and Sons,14423.52,6,Call paper these population phone perhaps arrive scene those mind.,NONE,FALSE,0.0
CLM-000328,Damon Tran MD,katiepowell@example.net,772-625-7754,POL-574751,home,2024-10-13,2025-07-09,Career choice number allow central bed staff talk score him price drop.,2025-07-15,16806.1,50000,33.61,6,13821.44,1,Long PLC,15811.74,7,Responsibility whether population compare lead Democrat kitchen response describe north old control.,NONE,FALSE,0.0
CLM-000329,Christopher Moore,joycekeith@example.org,001-765-591-4388x2325,POL-588694,home,2025-02-22,2026-05-14,Talk music floor vote environment business right leg season manage claim hotel east.,2026-05-15,3952.8,50000,7.91,1,3305.41,2,Duncan LLC,4701.42,4,Officer well marriage resource bring throw page summer old able number key class.,NONE,FALSE,0.0
CLM-000330,Linda Wolf,nhiggins@example.com,001-752-898-8322x012,POL-225738,auto,2024-10-30,2025-05-09,Nature community third enter never paper.,2025-05-13,6857.85,50000,13.72,4,7147.79,2,"Dyer, Stone and Hunter",7872.24,8,Just raise really reveal these project group door movement under sometimes two so sport American admit within door hold.,NONE,FALSE,0.0
CLM-000331,Rebecca Flores,kjones@example.org,001-991-602-9295x0143,POL-443716,auto,2024-07-07,2024-11-07,Cover partner cultural above indeed like decision order behavior whose certain any.,2024-11-12,1766.27,100000,1.77,5,1789.84,2,Dennis Inc,1799.61,3,Church term under whether improve sell cause boy sign pull break him.,NONE,FALSE,0.0
CLM-000332,Amanda Williamson,griffinjennifer@example.net,001-787-533-9304x9366,POL-282313,auto,2023-09-07,2024-11-24,Add condition practice professor feeling minute change size computer bed age next.,2024-11-30,6677.97,100000,6.68,6,7054.48,4,Garrett-Taylor,7508.87,4,Teacher office force care others heart admit statement create suggest yes glass herself social special.,NONE,FALSE,0.0
CLM-000333,Timothy Baldwin,david97@example.org,001-813-671-2436x58585,POL-246583,auto,2026-01-18,2026-03-01,Deep agree walk thousand sing agent wrong.,2026-03-02,9778.82,100000,9.78,1,8003.97,1,Henderson LLC,9184.41,6,Class discuss manager art out article responsibility who issue technology against direction call example practice too garden end tell still.,NONE,FALSE,0.0
CLM-000334,Courtney Page,antonio01@example.org,+1-956-779-7564x915,POL-188121,umbrella,2024-05-02,2026-01-22,Expect such watch economy success carry special left able analysis.,2026-01-25,14039.42,100000,14.04,3,12321.64,0,Hammond PLC,12727.3,3,Although ago treatment society network beyond human shake bed class might.,NONE,FALSE,0.0
CLM-000335,Robin Santiago,lrodriguez@example.org,001-215-907-1380x6713,POL-235047,auto,2023-02-28,2025-10-11,Forward why spend explain wide west man current.,2025-10-13,18147.43,50000,36.29,2,19130.71,2,Thompson-Padilla,16999.76,6,Admit itself give teacher put land region other many.,NONE,FALSE,0.0
CLM-000336,Felicia Cooke,catherinemoore@example.com,966-262-1591x832,POL-961599,umbrella,2023-11-29,2025-02-05,Arm entire increase beyond whole phone.,2025-02-06,4191.79,100000,4.19,1,3977.33,3,Fischer Inc,4631.78,4,Land magazine level trial also see enjoy door should.,NONE,FALSE,0.0
CLM-000337,Kristine Graves,audrey53@example.net,001-915-820-4998x094,POL-393448,home,2023-03-28,2025-10-17,More manage difference assume leg keep build increase owner seek bill traditional western.,2025-10-20,5079.61,50000,10.16,3,4290.18,4,Robinson LLC,5515.2,4,Machine number eat store several join decision read middle.,NONE,FALSE,0.0
CLM-000338,Keith Wilson,eroman@example.net,326-320-3708x782,POL-677438,home,2025-08-15,2025-11-15,Area citizen program agree sort physical believe us view want son.,2025-11-21,6607.0,50000,13.21,6,5459.47,3,Wood Ltd,6218.32,4,Number other those sister large chair born wish while room Mr personal who until meet spring surface wife up thus.,NONE,FALSE,0.0
CLM-000339,Peter Hayes,alejandra39@example.com,957.308.2004x80675,POL-761393,umbrella,2022-12-28,2025-04-19,Success herself be other before possible base citizen.,2025-04-25,17808.4,100000,17.81,6,14351.06,3,Craig-Garza,20204.96,5,Outside interest tough character risk hot wall prove summer professor anyone amount.,NONE,FALSE,0.0
CLM-000340,Deanna Tyler,brodriguez@example.org,983.827.4883x5651,POL-693128,umbrella,2024-06-01,2025-05-26,Fall and painting instead policy strong heavy national.,2025-05-30,11345.84,50000,22.69,4,10398.63,1,"Baker, Carr and Johnson",10299.97,7,Memory charge know check full history civil value oil during piece every national a whose whether single.,NONE,FALSE,0.0
CLM-000341,Michael Perez,beardderrick@example.com,(672)387-9916x0911,POL-394579,auto,2022-11-15,2025-03-22,Your both to yes eat product would policy.,2025-03-24,1556.77,100000,1.56,2,1708.49,4,Lutz and Sons,1568.03,7,Blue degree rest thus game wonder analysis effort news behind forward stop against close trade everything.,NONE,FALSE,0.0
CLM-000342,Caleb Davis,debra34@example.com,4966617718,POL-788772,auto,2024-06-19,2025-04-17,Mrs send piece national what role term left necessary best bag even might.,2025-04-19,19505.62,50000,39.01,2,18727.48,5,Cobb LLC,17882.22,4,Continue house heavy enter instead production pay trip recognize ok recent near find medical note read term force open without.,NONE,FALSE,0.0
CLM-000343,Caleb Taylor,brianmcdaniel@example.com,(836)505-1171x603,POL-472039,auto,2025-09-21,2026-04-19,Fire improve remember call method employee head argue magazine any order.,2026-04-24,17083.6,100000,17.08,5,14879.22,2,"Armstrong, Roman and Evans",19507.13,8,Economic another turn your radio ever total technology party issue improve force job class star use fire tend majority kitchen.,NONE,FALSE,0.0
CLM-000344,Jerry Benton,tami38@example.net,4628354662,POL-139807,auto,2025-07-11,2025-10-06,Red approach how free part director approach reason push civil.,2025-10-29,6000,100000,6.0,23,4479.04,3,Wilson and Sons,5435.87,8,Congress seven later who long prevent financial care firm attack agree bad exactly work.,suspicious_repair_quotes,TRUE,0.11
CLM-000345,Sarah Ochoa,amanda86@example.org,9804179867,POL-945619,auto,2023-11-03,2024-11-15,Themselves common other walk know size add soon.,2024-11-16,7302.95,100000,7.3,1,7413.09,2,Taylor-Higgins,6703.14,4,Table police interesting challenge book clearly data economy save this garden involve recent.,NONE,FALSE,0.0
CLM-000346,Kim Murray,terri25@example.com,824.621.8385x45400,POL-216308,umbrella,2023-08-28,2026-02-24,Present expect level science thank suddenly baby cause cover.,2026-03-01,14389.23,50000,28.78,5,13086.53,0,"Rollins, Mitchell and Medina",14563.01,8,Radio per spring be just similar shake drug fall political score majority air test never here college authority.,NONE,FALSE,0.0
CLM-000347,Mary Brown,lawsonpaul@example.org,4456306935,POL-438273,auto,2025-02-12,2025-08-22,Throw former director figure along TV record plant billion attorney their key measure.,2025-08-26,12134.32,50000,24.27,4,12373.43,3,"Stein, Kirby and Reed",13803.43,6,Everything effort prove growth energy apply mother standard these read little people.,NONE,FALSE,0.0
CLM-000348,Ashley May,john91@example.org,+1-878-484-8699,POL-286340,umbrella,2025-07-04,2025-08-04,Article year fire official car look ever last case heavy already become rock.,2025-09-15,25000.0,100000,25.0,42,14130.1,5,"Fernandez, Stuart and Page",28880.68,1,Environmental toward story possible or clear dog nothing billion wish world process.,inflated_loss_value,TRUE,0.18
CLM-000349,Robert Acevedo,tonyaholmes@example.net,2984322101,POL-741079,auto,2023-10-26,2025-09-09,Compare able as miss leave here and ahead.,2025-09-11,12445.38,100000,12.45,2,12067.85,3,"Carlson, Parrish and Gillespie",11725.95,8,Resource business natural stand country himself behavior article right today eye floor during want operation sense skill everybody.,NONE,FALSE,0.0
CLM-000350,Krista Taylor,kyle95@example.net,700-630-7620,POL-276042,umbrella,2023-09-11,2026-04-04,Weight open join avoid affect ready job win protect instead.,2026-04-05,5521.92,100000,5.52,1,6012.95,5,Jones Ltd,6079.67,8,Trouble federal beautiful bed subject year different executive space must beyond pass two option significant light.,NONE,FALSE,0.0
CLM-000351,Raymond Wolf,mbarnes@example.com,+1-826-989-9962,POL-361662,umbrella,2025-06-19,2025-09-26,Month music newspaper mind play brother.,2025-09-29,9485.97,50000,18.97,3,8586.17,0,"Cooley, Guerrero and Washington",10587.52,3,Authority air sort investment guy such notice to age organization call wall car thing shake grow support piece officer store.,NONE,FALSE,0.0
CLM-000352,William Tran,juareztina@example.net,(621)375-5851x777,POL-270557,home,2024-10-10,2025-01-23,Major his continue avoid my something population.,2025-02-17,13000,50000,26.0,25,7740.32,2,Ramirez PLC,12850.14,6,Idea case entire class owner local mention avoid apply religious yet this return hand trouble black network race health street.,round_numbers,TRUE,0.08
CLM-000353,Jonathan Smith,davidkane@example.com,6902016356,POL-278368,home,2024-04-01,2024-10-12,Commercial still everything ten yeah me try particularly thought those evidence.,2024-10-15,19081.58,50000,38.16,3,19455.49,4,Davis PLC,22564.93,3,Consumer read response drive carry information hope value under some health loss arrive goal none recently we before.,NONE,FALSE,0.0
CLM-000354,Lisa Anthony,zavaladiane@example.com,(461)505-3709,POL-606186,umbrella,2025-09-02,2025-11-02,Allow audience involve finish address whatever.,2025-11-05,12286.58,100000,12.29,3,11419.11,5,Escobar-Greer,11666.1,6,Theory off fine represent recognize dinner position something miss including.,NONE,FALSE,0.0
CLM-000355,Scott Cooper,joshua71@example.com,001-619-782-7348x1310,POL-299212,home,2023-10-07,2025-10-19,Child simple professional idea range attention.,2025-10-21,2017.56,50000,4.04,2,1949.43,5,Lewis-Keith,2142.72,8,Just model thing drop the character morning if event nation although investment create nature wrong.,NONE,FALSE,0.0
CLM-000356,Tara Gordon,tammy53@example.com,+1-846-728-0550x7740,POL-511987,umbrella,2025-01-23,2026-09-07,People good hair however deal consumer station order must four she.,2026-09-10,6650.61,50000,13.3,3,6996.15,1,Williams Ltd,6094.3,3,Room program outside threat between bar beyond single walk believe worry affect forget far.,NONE,FALSE,0.0
CLM-000357,Amy Park,cynthiasullivan@example.net,(735)241-2012x275,POL-755455,umbrella,2025-02-23,2026-07-29,Citizen individual speech try bad book.,2026-08-02,2664.94,100000,2.66,4,2291.59,0,Roy and Sons,2563.9,8,Whom pressure rather employee plant pay allow executive what manage share region suddenly less nearly.,NONE,FALSE,0.0
